project,year,finder,category,cves
firefox,2026,"Andrew McCreight, Ashley Zebrowski, Brian Grinstead, Christian Holler, Maurice Dauer, Tom Schuster and the Mozilla Fuzzing Team",fuzz,5
firefox,2026,"C.M.Chang, Christian Holler, Steve Fink and the Mozilla Fuzzing Team",fuzz,5
firefox,2026,Kevin Brosnan,other,5
firefox,2026,"Andrew McCreight, Christian Holler, Lee Salzman, Maurice Dauer, Tom Schuster, Wayne Mery and the Mozilla Fuzzing Team",fuzz,5
firefox,2026,Hafiizh,other,5
firefox,2026,"Andrew McCreight, Valentin Gosu, Nika Layzell, Tom Schuster and the Mozilla Fuzzing Team",fuzz,5
firefox,2026,Hyeonjun Ahn,other,5
firefox,2026,Securin,other,5
firefox,2026,"Andrew McCreight, Randell Jesup, Tom Ritter and the Mozilla Fuzzing Team",fuzz,5
firefox,2026,Tran Quac,other,5
firefox,2026,fedek,other,5
firefox,2026,Hcamael,other,5
firefox,2026,Jacolon Walker,other,5
firefox,2026,"Andrew McCreight, Jan de Mooij, Tom Ritter, Vincent Hilla and the Mozilla Fuzzing Team",fuzz,5
firefox,2026,stevej,other,5
firefox,2026,Vladislav Plyatsok,other,4
firefox,2026,Gary Kwong and Nan Wang,other,4
firefox,2026,Irvan Kurniawan,other,4
firefox,2026,Lyra Rebane,other,4
firefox,2026,Edgar Chen,other,4
firefox,2026,"Andrew McCreight, Dennis Jackson and the Mozilla Fuzzing Team",fuzz,4
firefox,2026,André Bargull,other,4
firefox,2026,Alex Mayorga,other,4
firefox,2026,RyotaK of GMO Flatt Security Inc.,other,4
firefox,2026,Kanaru Sato,other,4
firefox,2026,D. Santos,other,4
firefox,2026,"Andrew McCreight, Maurice Dauer, Olli Pettay, Ryan Hunt",other,4
firefox,2026,Atte Kettunen,other,4
firefox,2026,Lorenzo,other,4
firefox,2026,pizzahunthack1,other,4
firefox,2026,Pwn2addr,other,4
firefox,2026,Jan Horak,other,4
firefox,2026,"Christian Holler, Gabriele Svelto, Tom Schuster and the Mozilla Fuzzing Team",fuzz,4
firefox,2026,Rintaro Kobayashi,other,4
firefox,2026,Joren Afman,other,4
firefox,2026,Steven Michaud,other,4
firefox,2026,kiyong,other,4
firefox,2026,Florian,other,4
firefox,2026,ABDULAZIZ ALASAIQAH,other,4
firefox,2026,Dai,other,4
firefox,2026,Rayhan Hanaputra,other,4
firefox,2026,LatticeBased,other,4
firefox,2026,"Alex Franchuk, Andrew McCreight, Brian Grinstead, Christian Holler, Jan de Mooij, Maurice Dauer, Sebastian Hengst, Tom Schuster and the Mozilla Fuzzing Team",fuzz,4
firefox,2026,"Ryan Hunt, Steve Fink and the Mozilla Fuzzing Team",fuzz,4
firefox,2026,Michael Froman,other,4
firefox,2026,q1,other,4
firefox,2026,Jakub Szymsza,other,4
firefox,2026,Mateusz Dobrzyński,other,4
firefox,2026,Manojkumar Jaganathan,other,4
firefox,2026,Tristan Madani,other,4
firefox,2026,"Nika Layzell, Randell Jesup, Timothy Nikkel, Tom Schuster and the Mozilla Fuzzing Team",fuzz,4
firefox,2026,Haruka Yamazaki,other,4
firefox,2026,Carl Pearson,other,4
firefox,2026,evyatar,other,4
firefox,2026,Nguyen Minh,other,4
firefox,2026,"Christian Holler, Jens Stutte, Nika Layzell, Randell Jesup, Tom Schuster and the Mozilla Fuzzing Team",fuzz,4
firefox,2026,Michael Bommarito,other,4
firefox,2026,Khanh Nguyen,other,4
firefox,2026,Nikola Kojic,other,4
firefox,2026,Shu Takahashi,other,4
firefox,2026,Ibuki Sato and Tomoya Nakanishi,other,4
firefox,2026,Souma Ohsawa,other,4
firefox,2026,"Christian Holler, Frederik Braun, Justin Link, Simon Friedberger, Tom Ritter, Tom Schuster and the Mozilla Fuzzing Team",fuzz,4
firefox,2026,Qadhafy Muhammad Tera,other,3
firefox,2026,Renwa,other,3
firefox,2026,Mozilla Fuzzing Team,fuzz,3
firefox,2026,Christian Holler,other,3
firefox,2026,Andrew McCreight,other,2
firefox,2026,Pier Angelo Vendrame,other,2
firefox,2026,"Elysee Franchuk, Caleb Lerch",other,2
firefox,2026,"Hiroyuki Ikezoe, Jon Coppeard, Maurice Dauer and the Mozilla Fuzzing Team",fuzz,2
firefox,2026,Caro Kann,other,2
firefox,2026,"Leon Trampert, Daniel Weber, Christian Rossow, Michael Schwarz",other,2
firefox,2026,hafiizh & kang ali,other,2
firefox,2026,Skywarp,other,2
firefox,2026,"Agi Sferro, Andrew McCreight, Randell Jesup, Tom Schuster",other,2
firefox,2026,Renwa Hiwa,other,2
firefox,2026,Nika Layzell,other,2
firefox,2026,Hanno Boeck,other,2
firefox,2026,Aswinkumar Gokulakannan,other,2
firefox,2026,"Christian Holler, Fatih Kilic, Tom Schuster and the Mozilla Fuzzing Team",fuzz,2
firefox,2026,Eemeli Aro,other,2
firefox,2026,"Brian Grinstead, Christian Holler and the Mozilla Fuzzing Team",fuzz,2
firefox,2026,paranoidmoth,other,2
firefox,2026,b00rito,other,2
firefox,2026,chanhokim,other,2
firefox,2026,Yuki Umemura,other,2
firefox,2026,"Ben Visness, Brian Grinstead, Christian Holler, Dimi Lee, Jens Stutte, Jim Mathies, John Schanck, Jon Coppeard, Karl Tomlinson, Maurice Dauer, Nika Layzell, Randell Jesup, Tom Schuster and the Mozilla Fuzzing Team",fuzz,2
firefox,2026,"Andy Leiserson, Jan de Mooij, Michael Froman and the Mozilla Fuzzing Team",fuzz,2
firefox,2026,Shihab Mirza,other,2
firefox,2026,"Andrew Creskey, Andrew Osmond, Dana Keeler, Henri Sivonen, Jed Davis, John Schanck, Jon Coppeard, Justin Link, Michael Froman, Nika Layzell, Noah Lokocz, Randell Jesup, Steve Fink, Tom Schuster and the Mozilla Fuzzing Team",fuzz,2
firefox,2026,superhei,other,2
firefox,2026,Niklas,other,2
firefox,2026,Michal Andryskowski,other,2
firefox,2026,Frederik Braun,other,2
firefox,2026,Frédéric Wang Nélar,other,2
firefox,2026,Av0id,other,2
firefox,2026,JunYoung Park,other,2
firefox,2026,Abdan Alkayyis,other,2
firefox,2026,Jody Ritonga,other,2
firefox,2026,"Ashley Zebrowski, Christian Holler, Dan Baker, Jan de Mooij, Jon Coppeard, Maurice Dauer, Nicolas B. Pierron, Nika Layzell, Randell Jesup, Rob Wu, Ryan Hunt, Steve Fink, Tom Schuster, Tomoya Nakanishi, Yannis Juglaret, Serge Guelton and the Mozilla Fuzzing Team",fuzz,2
firefox,2026,tiebuchen,other,2
firefox,2026,Farhad Sajid Barbhuiya,other,2
firefox,2026,Nithissh,other,2
firefox,2026,Brian Carpenter,other,2
firefox,2026,Kai Martin,other,2
firefox,2026,bug2own,other,2
firefox,2026,Artur Cygan of Trail of Bits in partnership with OpenAI,ai,2
firefox,2026,"C.M.Chang, Christian Holler, David Parks, Dennis Jackson, Gabriele Svelto, Hafiizh, Henrik Skupin, Jan de Mooij, Jens Stutte, Paul Theriault, Randell Jesup, Rob Wu, Tom Ritter, Tom Schuster and the Mozilla Fuzzing Team",fuzz,2
firefox,2026,"Claude, Kai Engert",ai,2
firefox,2026,Masato Kinugawa,other,1
firefox,2026,Hiroyuki Ikezoe,other,1
firefox,2026,Crixer,other,1
firefox,2026,Jon Coppeard and the Mozilla Fuzzing Team,fuzz,1
firefox,2026,Hafiizh & Kang Ali,other,1
firefox,2026,"OpenAI Preparedness, Bill Demirkapi",ai,1
firefox,2026,Daisuke Hatakeyama and Shota Matsuda,other,1
firefox,2026,yfbug123,other,1
firefox,2026,Barath Stalin K,other,1
firefox,2026,taiho kim,other,1
firefox,2026,"Christian Holler, Gabriele Svelto, Greg Stoll and the Mozilla Fuzzing Team",fuzz,1
firefox,2026,Azza Tegar Naufal Ataullah,other,1
firefox,2026,Khiem Tran,other,1
openssl,2002,OpenSSL Group (A.L. Digital),other,3
openssl,2003,NISCC,other,3
openssl,2003,Novell,other,1
openssl,2004,OpenSSL group,other,2
openssl,2004,OpenSSL group (Stephen Henson),other,1
openssl,2005,researcher,other,1
openssl,2006,openssl,other,5
openssl,2007,Geoff Lowe,other,1
openssl,2007,Andy Polyakov,other,1
openssl,2007,Moritz Jodeit,other,1
openssl,2008,codenomicon,other,2
openssl,2009,"Daniel Mentz, Robin Seggelmann",other,3
openssl,2009,Alex Lam,other,1
openssl,2009,"Ivan Nestlerode, IBM",other,1
openssl,2009,Paolo Ganci,other,1
openssl,2009,Robin Seggelmann,other,1
openssl,2009,google,other,1
openssl,2010,Martin Rex,other,1
openssl,2010,Sebastian Martini,other,1
openssl,2010,Rob Hulswit,other,1
openssl,2010,Ronald Moesbergen,other,1
openssl,2010,Peter-Michael Hager,other,1
openssl,2010,Bodo Moeller and Adam Langley (Google),other,1
openssl,2010,"Martin Olsson, Neel Mehta",other,1
openssl,2010,"Todd Rinaldo, Tomas Hoger (Red Hat)",other,1
openssl,2010,Michael K Johnson and Andy Grimm (rPath),other,1
openssl,2011,Kaspar Brand,other,1
openssl,2011,Adam Langley,other,1
openssl,2011,Neel Mehta,other,1
openssl,2012,Codenomicon,other,1
openssl,2012,Red Hat,other,1
openssl,2012,Tavis Ormandy,other,1
openssl,2012,Ivan Nestlerode,other,1
openssl,2012,Nadhem Alfardan and Kenny Paterson,other,1
openssl,2012,Ben Laurie,other,1
openssl,2012,Adam Langley,other,1
openssl,2012,Andrew Chi,other,1
openssl,2012,George Kadianakis,other,1
openssl,2012,Andrey Kulikov,other,1
openssl,2012,Antonio Martin,other,1
openssl,2013,Ron Barber,other,1
openssl,2013,Dmitry Sobinov,other,1
openssl,2013,Adam Langley and Wolfgang Ettlinger,other,1
openssl,2013,Stephen Henson,other,1
openssl,2013,"Nadhem J. AlFardan and Kenneth G. Paterson of the Information Security Group Royal Holloway, University of London",other,1
openssl,2014,Adam Langley (Google),other,2
openssl,2014,Frank Schmirler,other,1
openssl,2014,LibreSSL project,other,1
openssl,2014,Akamai Technologies,other,1
openssl,2014,Adam Langley and Wan-Teh Chang (Google),other,1
openssl,2014,Ivan Fratric (Google),other,1
openssl,2014,Gabor Tyukasz (LogMeIn Inc),other,1
openssl,2014,Felix Gröbert (Google),other,1
openssl,2014,David Benjamin and Adam Langley (Google),other,1
openssl,2014,"Sean Devlin and Watson Ladd (Cryptography Services, NCC Group)",other,1
openssl,2014,Joonas Kuorilehto and Riku Hietamäki (Codenomicon),other,1
openssl,2014,Jüri Aedla,other,1
openssl,2014,Imre Rad (Search-Lab Ltd.),other,1
openssl,2014,KIKUCHI Masashi (Lepidum Co. Ltd.),other,1
openssl,2014,Felix Gröbert and Ivan Fratrić (Google),other,1
openssl,2014,Neel Mehta,other,1
openssl,2014,Yuval Yarom and Naomi Benger,other,1
openssl,2014,Anton Johansson,other,1
openssl,2015,Karthikeyan Bhargavan of the PROSECCO team at INRIA,other,3
openssl,2015,Michal Zalewski (Google),other,2
openssl,2015,Brian Carpenter,other,2
openssl,2015,Matt Caswell (OpenSSL development team),other,2
openssl,2015,Hanno Böck,other,1
openssl,2015,Loïc Jonas Etienne (Qnective AG),other,1
openssl,2015,Adam Langley (Google/BoringSSL) using libFuzzer,fuzz,1
openssl,2015,Stephen Henson (OpenSSL),other,1
openssl,2015,Guy Leaver (Cisco),other,1
openssl,2015,Adam Langley and David Benjamin (Google/BoringSSL),other,1
openssl,2015,"Praveen Kariyanahalli, and subsequently by Ivan Fratric and Felix Groebert (Google)",other,1
openssl,2015,Joseph Birr-Pixton,other,1
openssl,2015,Robert Święcki (Google Security Team) and Hanno Böck,other,1
openssl,2015,Johannes Bauer,other,1
openssl,2015,Emilia Käsper (OpenSSL),other,1
openssl,2015,Per Allansson,other,1
openssl,2015,The BoringSSL project,other,1
openssl,2015,Stephen Henson (OpenSSL development team),other,1
openssl,2015,Emilia Käsper (OpenSSL development team),other,1
openssl,2015,Daniel Danner and Rainer Mueller,other,1
openssl,2015,David Ramos (Stanford University),other,1
openssl,2015,"Robert Dugal, also David Ramos, also Huzaifa Sidhpurwala (Red Hat)",other,1
openssl,2015,Sean Burford (Google) and Emilia Käsper (OpenSSL development team),other,1
openssl,2015,Pieter Wuille (Blockstream),other,1
openssl,2015,Chris Mueller,other,1
openssl,2015,"Markus Stenberg of Cisco Systems, Inc",other,1
openssl,2015,Antti Karjalainen and Tuomo Untinen from the Codenomicon CROSS program/Konrad Kraszewski from Google,other,1
openssl,2016,"Shi Lei (Gear Team, Qihoo 360 Inc.)",other,8
openssl,2016,Guido Vranken,other,6
openssl,2016,Robert Święcki (Google Security Team),other,2
openssl,2016,David Adrian and J.Alex Halderman (University of Michigan),other,2
openssl,2016,Nimrod Aviram and Sebastian Schinzel,other,2
openssl,2016,Tyler Nighswander (ForAllSecure),other,1
openssl,2016,Publicly reported,other,1
openssl,2016,Bruce Stephens and Thomas Jakobi,other,1
openssl,2016,Alex Gaynor,other,1
openssl,2016,Karthik Bhargavan and Gaetan Leurent from Inria,other,1
openssl,2016,Quan Luo,other,1
openssl,2016,OCAP audit team,other,1
openssl,2016,"César Pereida (Aalto University), Billy Brumley (Tampere University of Technology), and Yuval Yarom (The University of Adelaide and NICTA)",other,1
openssl,2016,Juraj Somorovsky,other,1
openssl,2016,"Huzaifa Sidhpurwala (Red Hat), Hanno Böck, David Benjamin (Google)",other,1
openssl,2016,Brian Carpenter,other,1
openssl,2016,"Yuval Yarom, The University of Adelaide and NICTA, Daniel Genkin, Technion and Tel Aviv University, and Nadia Heninger, University of Pennsylvania",other,1
openssl,2016,Adam Langley (Google/BoringSSL),other,1
openssl,2016,Emilia Käsper (OpenSSL),other,1
openssl,2016,Antonio Sanso (Adobe),other,1
openssl,2017,Google OSS-Fuzz,fuzz,2
openssl,2017,David Benjamin (Google),other,1
openssl,2017,David Benjamin (Google)/Google OSS-Fuzz,fuzz,1
openssl,2017,Joe Orton (Red Hat),other,1
openssl,2017,Guido Vranken,other,1
openssl,2017,Robert Święcki of Google,other,1
openssl,2017,OSS-Fuzz project,fuzz,1
openssl,2018,Samuel Weiser,other,2
openssl,2018,"Alejandro Cabrera Aldaya, Billy Brumley, Sohaib ul Hassan, Cesar Pereida Garcia and Nicola Tuveri",other,1
openssl,2018,Guido Vranken,other,1
openssl,2018,"Alejandro Cabrera Aldaya, Billy Brumley, Cesar Pereida Garcia and Luis Manuel Alvarez Tapia",other,1
openssl,2018,Peter Waltenberg (IBM),other,1
openssl,2018,OSS-fuzz,fuzz,1
openssl,2019,OSS-Fuzz and Guido Vranken,fuzz,1
openssl,2019,"Cesar Pereida García, Sohaib ul Hassan, Nicola Tuveri, Iaroslav Gridin, Alejandro Cabrera Aldaya, and Billy Brumley",other,1
openssl,2019,Matt Caswell,other,1
openssl,2019,Bernd Edlinger,other,1
openssl,2019,Rich Mirch,other,1
openssl,2019,Joran Dirk Greef of Ronomon,other,1
openssl,2019,"Juraj Somorovsky, Robert Merget and Nimrod Aviram, with additional investigation by Steven Collison and Andrew Hourselt",other,1
openssl,2020,David Benjamin (Google),other,1
openssl,2020,"Robert Merget, Marcus Brinkmann, Nimrod Aviram, and Juraj Somorovsky",other,1
openssl,2020,Bernd Edlinger,other,1
openssl,2021,Tobias Nießen,other,1
openssl,2021,John Ouyang,other,1
openssl,2021,Ingo Schwarze,other,1
openssl,2021,Peter Kästle (Nokia) and Samuel Sapalski (Nokia),other,1
openssl,2021,"Benjamin Kaduk (Akamai), Xiang Ding (Akamai), others at Akamai",other,1
openssl,2021,D. Katz and Joel Luellwitz (Trustwave),other,1
openssl,2021,Paul Kehrer,other,1
openssl,2021,Tavis Ormandy (Google),other,1
openssl,2022,Polar Bear,other,2
openssl,2022,Viktor Dukhovni,other,1
openssl,2022,Chris Rapier (Pittsburgh Supercomputing Center),other,1
openssl,2022,Alex Chernyakhovsky,other,1
openssl,2022,Xi Ruoyao,other,1
openssl,2022,Chancen (Qingteng 73lab),other,1
openssl,2022,Elison Niven (Sophos),other,1
openssl,2022,Raul Metsma,other,1
openssl,2022,Tom Colley (Broadcom),other,1
openssl,2022,Aliaksei Levin,other,1
openssl,2022,Tavis Ormandy (Google),other,1
openssl,2022,Bernd Edlinger,other,1
openssl,2023,David Benjamin (Google),other,5
openssl,2023,Tony Battersby (Cybernetics),other,1
openssl,2023,Zach Wilson,other,1
openssl,2023,Bernd Edlinger,other,1
openssl,2023,OSSfuzz,fuzz,1
openssl,2023,Juerg Wullschleger (Google),other,1
openssl,2023,OSSFuzz and Matt Caswell,fuzz,1
openssl,2023,Anton Romanov (Amazon),other,1
openssl,2023,Corey Bonnell from Digicert,other,1
openssl,2023,Hubert Kario from Red Hat,other,1
openssl,2023,"CarpetFuzz, Dawei Wang and Marc Schönefeld",fuzz,1
openssl,2023,Octavio Galland (Max Planck Institute for Security and Privacy) and Marcel Böhme (Max Planck Institute for Security and Privacy),other,1
openssl,2023,Marc Schönefeld,other,1
openssl,2023,Kurt Roeckx,other,1
openssl,2023,Hubert Kario (Red Hat) and Dmitry Belyavsky (Red Hat),other,1
openssl,2024,OSS-Fuzz,fuzz,2
openssl,2024,Google OSS-Fuzz-Gen,fuzz,1
openssl,2024,David Benjamin (Google),other,1
openssl,2024,Joseph Birr-Pixton,other,1
openssl,2024,William Ahern (Akamai),other,1
openssl,2024,Manish Patidar (Hewlett Packard Enterprise),other,1
openssl,2024,Bahaa Naamneh (Crosspoint Labs),other,1
openssl,2024,Sverker Eriksson,other,1
openssl,2025,Stanislav Fort (Aisle Research),ai,3
openssl,2025,Alexandr Sosedkin (Red Hat),other,1
openssl,2025,Apple Inc.,other,1
openssl,2025,George Pantelakis (Red Hat) and Alicja Kario (Red Hat),other,1
openssl,2026,Alex Gaynor (Anthropic),ai,5
openssl,2026,Stanislav Fort (Aisle Research),ai,5
openssl,2026,Luigino Camastra (Aisle Research),ai,4
openssl,2026,Igor Morgenstern (Aisle Research),ai,2
openssl,2026,Frank Buss,other,1
openssl,2026,Pavol Žáčik (Red Hat) and Alex Gaynor (Anthropic),ai,1
openssl,2026,"Asim Viladi Oglu Manizada, Alex Gaynor (Anthropic), Ying Dong and Haiyang Huang",ai,1
openssl,2026,Abhinav Agarwal,other,1
openssl,2026,"Wang Kenaz (University of Illinois), Guido Vranken (Aisle Research) and Aaron Grattafiori (Nvidia)",ai,1
openssl,2026,"Sunwoo Lee (KENTECH), Hyuk Lim (KENTECH) and Seunghyun Yoon (KENTECH)",other,1
openssl,2026,Joshua Rogers (Aisle Research),ai,1
openssl,2026,"Mayank Jangid, Kushal Khemka, Hari Priandana, Bhabani Sankar Das and Qifan Zhang (Palo Alto Networks)",other,1
openssl,2026,"Zhanpeng Liu (Tencent Xuanwu Lab), Guannan Wang (Tencent Xuanwu Lab), Guancheng Li (Tencent Xuanwu Lab) and Bhabani Sankar Das",other,1
openssl,2026,TrendAI Zero Day Initiative,other,1
openssl,2026,Thai Duong (Calif.io in collaboration with Claude and Anthropic Research),ai,1
openssl,2026,Zehua Qiao and Jinwen He,other,1
openssl,2026,Bhabani Sankar Das and Haruki Oyama (Waseda University),other,1
openssl,2026,"Stanislav Fort (Aisle Research), Pavel Kohout (Aisle Research) and Alex Gaynor (Anthropic)",ai,1
openssl,2026,"Nathan Sportsman (Praetorian), Daniel Rhea, Jaeho Nam (Seoul National University), Muhammad Daffa, Zhanpeng Liu (Tencent Xuanwu Lab), Guannan Wang (Tencent Xuan",other,1
openssl,2026,"Muhammad Daffa, Zhanpeng Liu (Tencent Xuanwu Lab), Guannan Wang (Tencent Xuanwu Lab), Guancheng Li (Tencent Xuanwu Lab), Joshua Rogers (Aisle Research) and Chan",ai,1
openssl,2026,Quoc Tran (Xint.io - US Team),other,1
openssl,2026,Simo Sorce (Red Hat),other,1
openssl,2026,Viktor Dukhovni,other,1
openssl,2026,"Stanislav Fort (Aisle Research), Petr Šimeček (Aisle Research) and Hamza (Metadust)",ai,1
openssl,2026,Tomas Dulka (Aisle Research) and Stanislav Fort (Aisle Research),ai,1
openssl,2026,Petr Šimeček (Aisle Research) and Stanislav Fort (Aisle Research),ai,1
